Date,Open,High,Low,Close,Adj Close,Volume
2024-06-10,482.0,484.0,474.1000061035156,476.3999938964844,476.3999938964844,833894
2024-06-11,479.1000061035156,483.0,477.0,478.29998779296875,478.29998779296875,750349
2024-06-12,480.0,483.0,477.3500061035156,479.1000061035156,479.1000061035156,556587
2024-06-13,480.6499938964844,497.1499938964844,474.0,478.79998779296875,478.79998779296875,1080380
2024-06-14,481.0,483.0,476.3999938964844,477.70001220703125,477.70001220703125,595136
2024-06-18,526.0,532.5499877929688,504.0,511.8500061035156,511.8500061035156,6637599
2024-06-19,519.0,522.0999755859375,504.0,506.8500061035156,506.8500061035156,2077925
2024-06-20,509.79998779296875,514.5,504.1000061035156,509.3999938964844,509.3999938964844,1004963
2024-06-21,510.1499938964844,520.0,507.54998779296875,508.6000061035156,508.6000061035156,1301926
2024-06-24,507.95001220703125,509.0,491.70001220703125,498.3500061035156,498.3500061035156,1081462
2024-06-25,502.0,519.0,500.29998779296875,504.0,504.0,1301234
2024-06-26,506.3999938964844,506.79998779296875,496.04998779296875,498.6499938964844,498.6499938964844,615858
2024-06-27,501.6000061035156,513.9500122070312,493.25,503.1000061035156,503.1000061035156,1090562
2024-06-28,507.0,509.95001220703125,498.1000061035156,500.1000061035156,500.1000061035156,564488
2024-07-01,502.0,509.5,498.0,501.04998779296875,501.04998779296875,810912
2024-07-02,503.79998779296875,506.75,497.29998779296875,503.20001220703125,503.20001220703125,897684
2024-07-03,505.70001220703125,525.0,502.5,523.7999877929688,523.7999877929688,3315097
2024-07-04,530.0,544.5,526.2000122070312,530.0,530.0,2791538
2024-07-05,534.25,574.7999877929688,532.0999755859375,569.6500244140625,569.6500244140625,5568953
2024-07-08,590.0,621.0,581.0499877929688,597.8499755859375,597.8499755859375,6616055
2024-07-09,600.0,602.4000244140625,564.4500122070312,591.9500122070312,591.9500122070312,4043334
2024-07-10,595.0,596.2000122070312,550.2999877929688,576.5999755859375,576.5999755859375,2368156
2024-07-11,580.0,600.0,576.7999877929688,586.0999755859375,586.0999755859375,1863344
