Date,Open,High,Low,Close,Adj Close,Volume
2024-06-10,834.1500244140625,845.4500122070312,829.2000122070312,831.7999877929688,831.7999877929688,16725508
2024-06-11,836.0,839.5999755859375,829.0499877929688,835.5499877929688,835.5499877929688,14754408
2024-06-12,837.0,845.5499877929688,833.0,839.0999755859375,839.0999755859375,15071442
2024-06-13,845.0,845.9000244140625,836.0999755859375,843.9000244140625,843.9000244140625,12523972
2024-06-14,845.0,849.9000244140625,835.0999755859375,839.2000122070312,839.2000122070312,12903496
2024-06-18,841.5499877929688,851.5,840.25,844.9000244140625,844.9000244140625,14929083
2024-06-19,846.7999877929688,860.5999755859375,841.0,852.5999755859375,852.5999755859375,32925140
2024-06-20,853.0,853.0999755859375,842.3499755859375,843.75,843.75,13985352
2024-06-21,844.9000244140625,848.0499877929688,828.5999755859375,836.2999877929688,836.2999877929688,18990090
2024-06-24,831.5,836.0,821.0499877929688,832.7000122070312,832.7000122070312,12715254
2024-06-25,837.0,845.8499755859375,834.2999877929688,842.25,842.25,20917530
2024-06-26,839.8499755859375,848.7999877929688,836.0,845.3499755859375,845.3499755859375,16281760
2024-06-27,843.9000244140625,847.4000244140625,838.25,844.0,844.0,20378887
2024-06-28,846.9000244140625,864.0,844.0,848.9500122070312,848.9500122070312,23636388
2024-07-01,849.3499755859375,850.5,839.9500122070312,841.9500122070312,841.9500122070312,10967797
2024-07-02,844.0,846.2999877929688,823.1500244140625,826.1500244140625,826.1500244140625,21142840
2024-07-03,829.0,843.8499755859375,825.0,839.9500122070312,839.9500122070312,23598009
2024-07-04,843.0,844.9000244140625,834.2999877929688,839.2999877929688,839.2999877929688,13372587
2024-07-05,838.0,861.25,837.0,859.75,859.75,24873722
2024-07-08,859.75,865.0,853.5,856.25,856.25,10359800
2024-07-09,859.9000244140625,869.9500122070312,856.0,861.2999877929688,861.2999877929688,13585081
2024-07-10,860.0999755859375,860.25,843.5,849.0,849.0,17343236
2024-07-11,854.4000244140625,858.2999877929688,849.75,856.7000122070312,856.7000122070312,8501366
