Date,Open,High,Low,Close,Adj Close,Volume
2024-06-10,2579.0,2593.64990234375,2546.0,2565.35009765625,2540.597900390625,1449122
2024-06-11,2566.0,2576.699951171875,2551.300048828125,2556.35009765625,2531.684814453125,1402423
2024-06-12,2568.0,2568.0,2517.0,2528.699951171875,2504.301513671875,1754677
2024-06-13,2487.949951171875,2505.800048828125,2446.449951171875,2487.39990234375,2463.39990234375,3123098
2024-06-14,2473.0,2510.39990234375,2470.39990234375,2479.75,2479.75,1729552
2024-06-18,2479.89990234375,2498.0,2473.14990234375,2486.25,2486.25,1820933
2024-06-19,2495.0,2495.0,2451.5,2457.0,2457.0,986976
2024-06-20,2457.0,2490.0,2446.64990234375,2482.199951171875,2482.199951171875,2163310
2024-06-21,2475.0,2478.0,2426.550048828125,2441.300048828125,2441.300048828125,3646215
2024-06-24,2435.0,2467.85009765625,2427.050048828125,2442.199951171875,2442.199951171875,1945519
2024-06-25,2439.35009765625,2446.699951171875,2427.89990234375,2432.199951171875,2432.199951171875,833789
2024-06-26,2437.0,2467.0,2432.39990234375,2445.60009765625,2445.60009765625,1738656
2024-06-27,2449.949951171875,2483.199951171875,2436.0,2462.14990234375,2462.14990234375,3402726
2024-06-28,2463.0,2490.5,2462.85009765625,2473.050048828125,2473.050048828125,2129791
2024-07-01,2461.050048828125,2523.0,2450.10009765625,2505.10009765625,2505.10009765625,3312865
2024-07-02,2515.0,2515.0,2479.35009765625,2485.14990234375,2485.14990234375,1305210
2024-07-03,2486.64990234375,2519.85009765625,2474.300048828125,2510.35009765625,2510.35009765625,1406405
2024-07-04,2515.050048828125,2536.85009765625,2492.89990234375,2495.949951171875,2495.949951171875,1977010
2024-07-05,2495.949951171875,2554.0,2495.949951171875,2547.0,2547.0,1754286
2024-07-08,2560.0,2595.0,2536.25,2587.14990234375,2587.14990234375,2818809
2024-07-09,2587.14990234375,2614.0,2568.0,2590.14990234375,2590.14990234375,1479529
2024-07-10,2581.0,2626.0,2573.0,2610.449951171875,2610.449951171875,1764036
2024-07-11,2617.0,2617.050048828125,2590.050048828125,2608.85009765625,2608.85009765625,1432671
