Date,Open,High,Low,Close,Adj Close,Volume
2024-06-10,327.6000061035156,336.70001220703125,315.54998779296875,332.3500061035156,332.3500061035156,13347610
2024-06-11,333.04998779296875,334.29998779296875,323.1000061035156,325.3500061035156,325.3500061035156,7682848
2024-06-12,325.5,336.29998779296875,322.25,332.20001220703125,332.20001220703125,6598471
2024-06-13,335.3999938964844,335.3999938964844,324.5,325.75,325.75,4106643
2024-06-14,326.0,332.5,321.04998779296875,328.6000061035156,328.6000061035156,5496103
2024-06-18,328.6000061035156,333.45001220703125,321.04998779296875,322.45001220703125,322.45001220703125,4460771
2024-06-19,323.45001220703125,325.3999938964844,313.54998779296875,315.1499938964844,315.1499938964844,5485833
2024-06-20,316.6000061035156,328.0,314.29998779296875,326.29998779296875,326.29998779296875,6255443
2024-06-21,326.29998779296875,332.3500061035156,320.5,323.70001220703125,323.70001220703125,5944577
2024-06-24,321.95001220703125,330.8999938964844,318.29998779296875,322.04998779296875,322.04998779296875,5743711
2024-06-25,323.5,337.6000061035156,321.1499938964844,323.8999938964844,323.8999938964844,11877704
2024-06-26,324.75,330.3999938964844,322.25,329.1000061035156,329.1000061035156,3835615
2024-06-27,328.79998779296875,334.29998779296875,315.0,316.5,316.5,6683351
2024-06-28,318.75,324.04998779296875,315.0,316.45001220703125,316.45001220703125,4499083
2024-07-01,316.5,323.6499938964844,315.54998779296875,321.04998779296875,321.04998779296875,4404983
2024-07-02,322.70001220703125,335.0,322.6499938964844,332.29998779296875,332.29998779296875,14280634
2024-07-03,334.29998779296875,347.6000061035156,332.8999938964844,341.0,341.0,16565739
2024-07-04,342.5,344.79998779296875,335.0,339.79998779296875,339.79998779296875,5800573
2024-07-05,339.79998779296875,340.8999938964844,334.0,335.75,335.75,5240026
2024-07-08,338.0,344.0,334.0,336.45001220703125,336.45001220703125,3918478
2024-07-09,339.0,348.45001220703125,333.04998779296875,335.79998779296875,335.79998779296875,4245587
2024-07-10,336.8999938964844,339.95001220703125,319.3999938964844,329.79998779296875,329.79998779296875,4451519
2024-07-11,331.1499938964844,335.5,325.04998779296875,332.8500061035156,332.8500061035156,3638658
