Alpha,Final Portfolio Value
0.0,-inf
0.1,3.759807777023649e+269
0.2,5.351433064039949e+232
0.30000000000000004,9.739175441461883e+222
0.4,2.0349819161075825e+155
0.5,4.207071545242596e+114
0.6000000000000001,-4.369273682465324e+94
0.7000000000000001,5.737871676788415e+63
0.8,1.6389638790746107e+34
0.9,3.8496879267518775e-08
1.0,-0.00016370239606830416
