Date,INFY,BSOFT,BBOX,ACCELYA,HBLPOWER,BOSCHLTD,NCC,AUROPHARMA,NATCOPHARM,SHRIRAMFIN,HINDUNILVR,SBIN,DRREDDY,BHARTIARTL,ONGC,IN5Y,IN10Y
2010-01-25,235.1038818359375,30.06474494934082,19.936317443847656,45.44442367553711,35.25279998779297,4241.9931640625,82.17316436767578,79.96833038330078,21.510631561279297,408.6692810058594,206.2042999267578,175.719970703125,1017.8024291992188,278.6511535644531,100.65618133544922,7.164,7.583
2010-01-27,231.40017700195312,27.849313735961918,19.25295066833496,43.955997467041016,32.561405181884766,4151.986328125,78.24019622802734,76.36024475097656,20.07951164245605,400.6842346191406,202.6107177734375,166.98690795898438,1003.8311767578124,271.91436767578125,99.56525421142578,7.139,7.544
2010-01-28,230.4291229248047,27.94944953918457,18.63602066040039,42.46759414672852,32.91438293457031,4070.9921875,81.04571533203125,76.1978759765625,20.1234130859375,404.7791442871094,199.44667053222656,168.29747009277344,1045.926025390625,264.1248474121094,98.9771499633789,7.139,7.549
2010-01-29,228.92648315429688,27.861831665039062,19.02515983581543,41.79541015625,32.91438293457031,4104.7060546875,83.53659057617188,76.03099060058594,19.701976776123047,401.1346435546875,189.290771484375,172.779541015625,1015.7156982421876,258.01971435546875,98.44290161132812,7.154,7.591
2010-02-01,226.6838836669922,30.26500129699707,21.61626434326172,43.01974868774414,34.19389343261719,4181.98828125,86.65677642822266,80.47794342041016,20.255109786987305,403.2230529785156,185.3456115722656,169.80970764160156,1019.2537231445312,262.06170654296875,98.90528869628906,,
2010-02-02,225.63890075683597,29.0759391784668,21.848800659179688,42.82769775390625,33.26735305786133,4225.55615234375,83.6677017211914,80.04045104980469,20.202428817749023,409.5292663574219,184.7596740722656,166.2056121826172,1057.447509765625,259.072265625,99.22406768798828,7.227,7.676
2010-02-03,228.7137756347656,29.48897933959961,22.086082458496094,42.755672454833984,33.17911148071289,4214.99560546875,86.73543548583984,81.36644744873047,20.57118225097656,424.3935546875,184.7206268310547,167.92361450195312,1045.336181640625,260.20916748046875,101.80095672607422,7.368,7.944
2010-02-04,224.63096618652344,28.33745574951172,20.970861434936523,42.155517578125,31.678991317749023,4150.39453125,84.0085678100586,82.92691802978516,20.39558219909668,420.4216003417969,180.5019989013672,163.6474151611328,1054.090576171875,256.0828552246094,102.32173919677734,,
2010-02-05,217.57028198242188,26.79792213439941,20.90917015075684,40.61909103393555,28.369903564453125,4099.1396484375,81.12438201904297,78.77764129638672,19.904232025146484,390.8974914550781,178.93954467773438,160.26116943359375,1043.74853515625,252.67239379882807,97.65727996826172,,
2010-02-06,,27.411237716674805,,,,,,,,,,,,,,7.367,7.503
2010-02-07,,,,,,,,,,,,,,,,7.391,7.551
2010-02-08,222.2773284912109,26.69779396057129,20.90917015075684,41.099220275878906,30.178869247436523,4184.72705078125,80.94084167480469,82.34321594238281,19.92209815979004,378.2443237304688,184.7596740722656,163.5334014892578,1012.0867309570312,259.66180419921875,100.39580535888672,7.7,7.864
2010-02-09,228.7692108154297,28.63785171508789,21.79659843444824,41.31528472900391,30.57596015930176,4247.60595703125,81.72742462158203,83.11697387695312,19.96677017211914,386.2702941894531,181.71292114257807,164.69454956054688,1000.2476196289062,263.7038879394531,99.32732391357422,7.72,7.981
2010-02-10,228.1357879638672,28.387529373168945,20.98035430908203,41.939453125,30.399477005004883,4180.79541015625,82.77623748779297,83.22106170654297,21.896446228027344,396.5894470214844,179.75985717773438,161.44757080078125,982.8743896484376,265.5143127441406,97.59893798828124,,
2010-02-11,231.0487823486328,28.03706741333008,21.288818359375,41.147239685058594,33.929161071777344,4199.44189453125,84.19210815429688,84.61016082763672,22.37886428833008,399.3738403320313,182.3378753662109,161.93739318847656,989.406494140625,264.8406677246094,98.78861236572266,7.743,7.973
2010-02-12,,,,,,,,,,,,,,,,7.927,8.087
2010-02-15,231.0672607421875,28.43758773803711,21.07052230834961,40.95519256591797,33.57619857788086,4166.21337890625,84.11344909667969,83.64637756347656,22.191255569458008,388.1949768066406,179.48643493652344,160.02468872070312,1002.9693603515624,240.5039825439453,97.7156219482422,7.329,7.891
2010-02-16,235.0252685546875,28.48765754699707,21.11323356628418,41.02719879150391,33.00262451171875,4173.3720703125,83.09086608886719,84.1893539428711,22.7362117767334,384.2638549804688,185.26747131347656,162.18650817871094,1009.8638916015624,228.71458435058597,99.03553771972656,7.342,7.868
2010-02-17,232.91677856445312,28.249835968017575,21.60202980041504,41.26726913452149,32.561405181884766,4171.7373046875,84.45430755615234,83.2165298461914,22.62006950378418,387.3348388671875,187.92364501953125,165.24765014648438,1003.4229736328124,235.07241821289065,98.73925018310548,7.342,7.892
2010-02-18,234.3039703369141,27.386199951171875,21.132213592529297,40.61909103393555,32.69377517700195,4160.734375,84.19210815429688,84.34320068359375,22.44139862060547,385.4923095703125,189.4470367431641,164.02743530273438,1012.676513671875,237.38818359375,99.0804214477539,7.329,7.869
2010-02-19,234.1883850097656,27.81176376342773,20.970861434936523,41.07522201538086,32.60553359985352,4132.41015625,79.91825866699219,82.80477905273438,22.334192276000977,377.5481567382813,188.2751617431641,160.89450073242188,1017.0313720703124,234.77769470214844,99.64605712890624,7.329,7.885
2010-02-22,237.51290893554688,27.248516082763672,20.885440826416016,40.35502624511719,32.076080322265625,4091.581787109375,79.52496337890625,81.96768188476562,21.807106018066406,379.6365356445313,192.29849243164065,161.8275909423828,1012.5404052734376,233.17770385742188,99.4395523071289,7.304,7.846
2010-02-23,238.7105712890625,27.774213790893555,20.89018821716309,38.338478088378906,29.87002182006836,4110.2294921875,79.05299377441406,83.98575592041016,21.3336238861084,372.757080078125,191.32196044921875,161.4518280029297,1037.352783203125,235.87240600585935,98.90086364746094,7.304,7.799
2010-02-24,238.2481231689453,27.57394790649414,20.420372009277344,39.32275390625,29.825899124145508,4070.063720703125,80.02313232421875,84.13507080078125,22.14658546447754,364.3626098632813,189.1735992431641,162.24139404296875,1034.9486083984375,232.3777008056641,98.8783721923828,7.304,7.799
2010-02-25,242.0442352294922,26.835472106933597,20.434608459472656,38.60254287719727,30.399477005004883,4068.38525390625,78.9743423461914,83.52871704101562,21.950040817260746,352.9788513183594,183.744140625,161.59962463378906,1037.67041015625,232.6303558349609,99.65057373046876,7.316,7.823
2010-02-26,240.6201629638672,26.860509872436523,20.899677276611328,38.9626350402832,31.06129646301269,4069.489013671875,81.12438201904297,82.60114288330078,22.048315048217773,377.2205505371094,184.5253143310547,166.72122192382812,1036.3094482421875,235.24087524414065,100.346435546875,7.343,7.864
2010-03-02,244.2313690185547,28.3750114440918,21.16068649291992,39.49078369140625,31.678991317749023,4163.25341796875,81.91097259521484,83.57398986816406,21.98578453063965,386.6387634277344,183.15817260742188,167.76412963867188,1030.1402587890625,244.3776397705078,99.5787353515625,7.227,7.669
2010-03-03,246.5663299560547,28.3499755859375,21.18441390991211,40.37902069091797,32.47316360473633,4257.767578125,82.14695739746094,85.01289367675781,22.405664443969727,378.0395812988281,186.79086303710935,170.7830810546875,1060.30517578125,245.8513336181641,98.8424835205078,7.369,7.952
2010-03-04,242.6407012939453,28.03706741333008,21.23187065124512,40.64310073852539,33.13498306274414,4283.61767578125,83.1695327758789,86.94044494628906,22.164459228515625,379.26800537109375,190.18919372558597,171.6528778076172,1049.509521484375,247.24075317382807,98.32170867919922,,
2010-03-05,243.74122619628903,28.72547149658203,22.83114242553711,41.26726913452149,34.679229736328125,4240.88916015625,83.43172454833984,88.34315490722656,22.11085319519043,378.1623840332031,189.83763122558597,172.87733459472656,1045.2000732421875,251.32501220703125,98.27232360839844,7.441,8.045
2010-03-06,,,,,,,,,,,,,,,,7.385,7.56
2010-03-08,245.94688415527344,31.19122314453125,23.13960838317871,41.05122375488281,33.53207778930664,4239.51953125,85.63420867919922,87.82735443115234,22.01257705688477,389.5462036132813,186.51744079589844,174.46070861816406,1060.7132568359375,246.4828643798828,98.8110122680664,7.629,7.823
2010-03-09,248.20327758789065,32.242618560791016,22.8169059753418,44.19607925415039,32.782012939453125,4228.4716796875,85.03113555908203,88.6056137084961,22.280590057373047,413.2145385742188,184.4081115722656,172.65777587890625,1059.533935546875,245.30398559570312,98.42498016357422,7.702,7.97
2010-03-10,245.91905212402344,30.390172958374023,22.000661849975582,45.30036926269531,31.50250625610352,4211.41650390625,83.51039123535156,87.23457336425781,22.405664443969727,411.0033874511719,187.29867553710935,172.03709411621094,1057.1298828125,242.5250396728516,97.73809051513672,,
2010-03-11,248.1107482910156,30.59043884277344,22.432512283325195,43.81196594238281,31.85546875,4182.60791015625,83.82503509521484,86.63278198242188,22.253793716430664,412.14990234375,178.7442626953125,172.75486755371094,1059.579345703125,247.53550720214844,97.3071060180664,7.733,7.955
2010-03-12,247.21376037597656,30.12732315063477,22.166757583618164,42.34755706787109,30.973052978515625,4123.61767578125,83.64149475097656,87.89974975585938,22.20018577575684,409.0787658691406,171.40077209472656,172.93643188476562,1064.84130859375,251.8723297119141,97.39238739013672,7.978,8.178
2010-03-15,249.8030548095703,29.11348533630371,21.407459259033203,43.16379928588867,30.09062957763672,4160.8662109375,83.11707305908203,85.53775787353516,22.271657943725582,403.2640686035156,176.20529174804688,170.16664123535156,1089.2906494140625,252.2091522216797,96.0545654296875,7.304,8.005
2010-03-16,252.67913818359372,29.86448097229004,22.02438735961914,45.4203987121582,29.825899124145508,4145.35791015625,83.98235321044922,84.85452270507812,22.343128204345703,407.850341796875,177.10366821289062,170.22996520996094,1108.84130859375,248.2512969970703,96.17129516601562,,
2010-03-17,253.2292633056641,31.353954315185547,21.815582275390625,44.74822616577149,29.95825958251953,4148.3623046875,83.1695327758789,86.02642059326172,22.888084411621094,416.7361450195313,174.916259765625,171.19683837890625,1115.1461181640625,250.9881896972656,96.3868179321289,7.266,7.965
2010-03-18,257.7884216308594,30.527854919433597,21.66372299194336,45.13232803344727,30.57596015930176,4231.609375,81.5176773071289,85.15318298339844,23.06675910949707,418.7835388183594,175.6584014892578,171.3953094482422,1119.5008544921875,252.7144470214844,94.65386962890624,7.227,7.912
2010-03-19,256.37823486328125,30.87831115722656,21.61626434326172,45.30036926269531,30.840688705444336,4282.865234375,83.27442169189453,84.80471801757812,23.236492156982425,415.3030090332031,178.8614044189453,173.8273468017578,1137.5545654296875,262.6512145996094,94.891845703125,7.188,7.831
2010-03-22,254.9955596923828,30.052227020263672,21.78236389160156,45.25236129760742,30.57596015930176,4244.248046875,82.88111114501953,85.55585479736328,23.370500564575195,408.4234924316406,178.31459045410156,172.34954833984375,1150.754150390625,266.39862060546875,95.09831237792967,7.214,7.855
2010-03-23,256.6695251464844,30.32759475708008,21.62101173400879,44.7002182006836,30.79656219482422,4271.02490234375,84.66407012939453,86.48346710205078,23.549177169799805,405.3524169921875,178.50990295410156,172.9913330078125,1182.5975341796875,259.072265625,96.00520324707033,7.227,7.863
2010-03-25,260.2253112792969,29.676729202270508,21.863039016723636,43.6439208984375,30.355356216430664,4276.85693359375,82.6451187133789,86.18482208251953,25.45204734802246,416.65423583984375,181.2441864013672,173.07579040527344,1193.3480224609375,264.7565002441406,94.87384796142578,7.24,7.875
2010-03-26,256.6094055175781,29.413877487182617,21.76338005065918,43.52389526367188,32.29668426513672,4272.83642578125,81.64877319335938,87.05360412597656,24.147727966308597,424.1069946289063,186.3220977783203,175.0433807373047,1165.3603515625,261.1775817871094,96.9614486694336,7.266,7.856
2010-03-29,251.2272186279297,29.138517379760746,21.7443962097168,42.01147079467773,31.414255142211918,4289.40625,85.00492858886719,87.0400161743164,24.10305976867676,442.9844055175781,187.25958251953125,176.9180908203125,1150.7996826171875,262.9039001464844,98.1421356201172,7.175,7.762
2010-03-30,244.5180206298828,29.088451385498047,21.692195892333984,41.67538833618164,31.546628952026367,4244.33544921875,86.4207763671875,84.84545135498047,23.63850975036621,426.9324340820313,188.9392242431641,175.86248779296875,1145.764404296875,261.7670288085937,98.52373504638672,7.253,7.769
2010-03-31,241.91473388671875,28.938257217407227,22.062355041503903,42.25154113769531,29.914142608642575,4224.3193359375,85.29334259033203,86.82283020019531,23.81719017028809,431.3140869140625,187.14242553710935,175.49514770507812,1156.6512451171875,263.1986083984375,98.64942169189452,7.306,7.85
2010-04-01,246.9548492431641,29.00083541870117,22.157262802124023,42.083492279052734,32.29668426513672,4236.55908203125,87.70557403564453,86.57396697998047,24.451473236083984,429.51220703125,179.99423217773438,177.55563354492188,1146.6265869140625,254.31446838378903,97.36993408203124,7.253,7.676
2010-04-02,,,,,,,,,,,,,,,,7.227,7.693
2010-04-03,,,,,,,,,,,,,,,,7.343,7.945
2010-04-05,247.6484222412109,29.463951110839844,23.01622200012207,46.95682144165039,32.69377517700195,4231.3447265625,91.74343872070312,87.74137115478516,25.29123878479004,433.0747985839844,178.97857666015625,180.5660858154297,1154.836669921875,266.1459655761719,98.4923095703125,7.308,7.968
2010-04-06,245.1791839599609,29.438915252685547,23.087406158447266,45.78049850463867,32.91438293457031,4285.251953125,90.85195922851562,87.61918640136719,24.94282531738281,441.9606628417969,179.60360717773438,179.32476806640625,1156.424560546875,266.4827575683594,97.4058609008789,7.381,7.537
2010-04-07,244.4856414794922,29.52653312683105,22.79317855834961,44.50815200805664,33.84092712402344,4288.1689453125,92.73977661132812,85.9766616821289,25.157241821289062,448.0210571289063,175.7755889892578,178.2565155029297,1162.3214111328125,269.80908203125,97.23077392578124,,
2010-04-08,246.33518981933597,29.77686309814453,22.636571884155277,44.652191162109375,32.73789596557617,4287.24072265625,93.23798370361328,85.9088134765625,25.050031661987305,450.0276489257813,173.97879028320312,176.98983764648438,1157.55810546875,263.4933166503906,95.31834411621094,7.665,7.837
2010-04-09,247.486572265625,29.77686309814453,22.23794174194336,46.38066101074219,32.73789596557617,4291.48193359375,94.86360168457033,86.01287078857422,27.22091293334961,457.6849365234375,172.92413330078125,177.85121154785156,1127.257568359375,259.2828369140625,95.51586151123048,,
2010-04-10,,,,,,,,,,,,,,,,7.778,7.936
2010-04-11,,,,,,,,,,,,,,,,7.793,7.985
2010-04-12,248.1246490478516,30.277523040771484,22.304378509521484,45.44442367553711,32.561405181884766,4276.54736328125,94.60140228271484,85.95858764648438,26.55088996887207,458.2582092285156,175.38497924804688,176.66049194335938,1091.2864990234375,259.53546142578125,94.53719329833984,,
2010-04-13,257.2613525390625,31.54169464111328,22.408784866333008,45.75649642944336,33.09086227416992,4266.56103515625,94.444091796875,85.14411926269531,29.311391830444336,454.6138610839844,174.642822265625,176.82518005371094,1080.5361328125,258.5249938964844,93.41030883789062,7.227,8.057
2010-04-15,259.083251953125,30.59043884277344,22.21421432495117,47.38895034790039,34.23801040649414,4329.83642578125,92.42515563964844,85.17577362060547,29.463266372680664,464.2778930664063,176.1271514892578,173.45579528808594,1116.0535888671875,256.16705322265625,93.34750366210938,7.267,8.079
2010-04-16,257.8809509277344,29.514015197753903,22.11930274963379,46.38066101074219,34.105655670166016,4289.84814453125,90.5373077392578,84.86808776855469,30.329833984375,457.4803161621094,177.33807373046875,172.91958618164062,1088.56494140625,256.67236328125,92.60670471191406,7.28,8.088
2010-04-19,254.48709106445312,29.76434135437012,22.797924041748047,47.77305221557617,32.91438293457031,4289.494140625,88.3610610961914,84.09886932373047,29.42753219604492,455.92425537109375,175.58029174804688,171.6317901611328,1080.3094482421875,257.5986633300781,90.12862396240234,7.697,8.077
2010-04-20,252.2120819091797,30.214942932128903,22.76944923400879,54.01475143432617,33.62030792236328,4318.6572265625,93.31663513183594,83.78211975097656,30.36556434631348,460.4695434570313,177.96299743652344,177.1967315673828,1055.496826171875,256.4197082519531,90.0118637084961,7.599,7.984
2010-04-21,250.8387908935547,30.06474494934082,22.47996711730957,54.638916015625,33.09086227416992,4367.79248046875,93.2904052734375,84.08528137207031,30.919458389282227,456.16986083984375,181.908203125,177.8258514404297,1058.4000244140625,257.43023681640625,90.65837097167967,7.624,8.008
2010-04-22,251.38905334472656,30.002161026000977,22.87385368347168,54.03876495361328,33.62030792236328,4335.4482421875,94.78494262695312,83.32964324951172,31.160667419433597,453.5901184082031,185.4237365722656,187.73130798339844,1088.9730224609375,255.24072265625,91.14321899414062,7.563,7.992
2010-04-23,252.1798095703125,30.089771270751957,22.964019775390625,56.65546798706055,33.355594635009766,4338.40869140625,96.72521209716795,83.94051361083984,31.84856605529785,430.6587219238281,186.79086303710935,190.8980255126953,1100.40380859375,251.11448669433597,91.39462280273438,7.601,8.058
2010-04-26,253.28939819335935,30.139841079711918,23.71857261657715,56.17534637451172,35.341041564941406,4300.71728515625,95.88616943359376,84.62825012207031,31.24107360839844,451.0512390136719,188.66583251953125,190.13381958007807,1128.8453369140625,250.44073486328125,91.3811264038086,7.589,8.07
2010-04-27,253.1507568359375,29.88951110839844,23.291467666625977,54.39886474609375,36.04698181152344,4337.12744140625,96.98739624023438,85.25270080566406,30.973054885864254,442.2062683105469,189.5642242431641,187.28379821777344,1142.1356201171875,251.1986846923828,93.81887817382812,7.521,8.108
2010-04-28,249.6412353515625,29.50150489807129,22.541658401489254,52.23826599121094,33.97328567504883,4348.92529296875,95.6239776611328,84.61470794677734,31.643075942993164,434.8356628417969,189.0173797607422,188.49978637695312,1130.47802734375,247.40921020507807,93.38788604736328,7.541,8.108
2010-04-29,250.5335998535156,30.177385330200195,23.106386184692383,59.824337005615234,34.23801040649414,4328.775390625,98.82281494140624,85.68254852294922,31.187463760375977,431.1910705566406,184.0565490722656,192.0296173095703,1124.3997802734375,249.55661010742188,93.99396514892578,7.505,8.092
2010-04-30,253.2154541015625,30.315065383911133,23.153844833374023,57.35166549682617,34.01741409301758,4301.466796875,100.89417266845705,86.1757583618164,30.27623748779297,464.7692260742188,187.33778381347656,194.28433227539065,1143.04296875,251.40919494628903,94.70777893066406,7.433,8.061
2010-05-01,,,,,,,,,,,,,,,,7.211,7.701
2010-05-02,,,,,,,,,,,,,,,,7.189,7.678
2010-05-03,249.2158050537109,30.653024673461918,23.419597625732425,57.06359100341797,33.355594635009766,4294.443359375,96.85633087158205,85.7278060913086,30.59784507751465,470.4612121582031,182.61129760742188,193.98455810546875,1124.173095703125,250.1039276123047,94.06129455566406,7.356,7.973
2010-05-04,246.55718994140625,29.72679328918457,23.23451805114746,57.80778884887695,32.69377517700195,4280.6572265625,96.20082092285156,84.51062774658203,29.58833694458008,485.81689453125,181.51759338378903,192.54476928710935,1118.412109375,243.36712646484372,93.7200927734375,7.227,7.811
2010-05-05,249.04022216796875,30.18990898132324,23.53349494934082,58.55198669433594,32.73789596557617,4319.93896484375,93.00198364257812,84.29341888427734,30.46384048461914,490.1166076660156,178.70521545410156,192.2154083251953,1125.669921875,249.51443481445312,92.57530975341795,7.331,7.973
2010-05-06,245.81732177734372,29.539043426513672,23.666370391845703,58.16790008544922,32.561405181884766,4413.703125,91.90074920654295,82.59661102294922,29.659801483154297,498.5927734375,181.36135864257807,195.20480346679688,1127.257568359375,245.8513336181641,93.63484191894533,,
2010-05-07,241.99807739257807,28.788049697875977,22.93079948425293,56.00728988647461,31.50250625610352,4408.0029296875,89.09521484375,79.93600463867188,29.311391830444336,476.8900146484375,183.2753448486328,187.9888916015625,1093.736083984375,242.1039581298828,93.80091857910156,7.438,7.613
2010-05-08,,,,,,,,,,,,,,,,7.734,7.899
2010-05-10,247.4403076171875,26.873022079467773,24.321266174316406,56.91954803466797,32.870262145996094,4481.66064453125,92.0318603515625,80.99481964111328,29.82954216003418,462.2713317871094,185.11126708984372,194.8880920410156,1107.2081298828125,247.9144744873047,94.35758972167967,7.789,7.956
2010-05-11,246.0577850341797,27.26103782653809,24.51583480834961,58.02384567260742,30.44359970092773,4434.736328125,90.48487854003906,79.65545654296875,28.97191619873047,444.7861633300781,185.03309631347656,193.1992034912109,1083.71142578125,239.74612426757807,92.4765167236328,,
2010-05-12,247.99513244628903,27.035737991333008,28.3740177154541,56.679481506347656,29.737653732299805,4414.32080078125,90.24889373779295,79.08082580566406,29.2667236328125,436.8830261230469,186.3220977783203,196.26878356933597,1143.4058837890625,219.99880981445312,92.2969741821289,,
2010-05-13,250.25624084472656,26.622697830200195,26.75101852416992,58.93610763549805,30.79656219482422,4433.43701171875,87.75801849365234,80.90885162353516,29.1684627532959,449.5771789550781,186.08778381347656,195.7241058349609,1153.9298095703125,217.59884643554688,93.90865325927734,7.261,7.499
2010-05-14,245.2393798828125,25.87169647216797,25.97748374938965,57.03957748413086,30.48771476745605,4408.23095703125,88.0726547241211,82.31156158447266,28.6860408782959,466.3251953125,182.7285003662109,187.82846069335935,1172.1190185546875,222.7777557373047,93.78740692138672,7.245,7.502
2010-05-17,241.95184326171875,24.532434463500977,25.01886940002441,59.72832107543945,28.89936065673828,4445.662109375,85.87017059326172,83.94502258300781,28.569902420043945,452.5254821777344,187.5330352783203,190.06625366210935,1186.4532470703125,224.5461578369141,92.211669921875,7.238,7.466
2010-05-18,243.1400909423828,24.74521255493164,27.58624839782715,60.54453659057617,29.6494140625,4542.79248046875,87.57447052001953,81.80927276611328,29.35606575012207,449.33148193359375,187.5330352783203,192.5362701416016,1190.1273193359375,225.6408843994141,94.39797973632812,7.254,7.5
2010-05-19,240.70330810546875,23.956666946411133,25.711729049682617,57.80778884887695,26.91390419006348,4514.96337890625,84.63783264160156,79.25726318359375,28.543100357055664,437.1287231445313,182.29879760742188,186.97555541992188,1174.3873291015625,218.6935577392578,92.04106903076172,7.215,7.438
2010-05-20,240.50909423828125,23.831506729125977,26.527976989746094,57.44768524169922,27.79632568359375,4491.2255859375,85.03113555908203,78.79120635986328,28.6860408782959,439.4627685546875,185.11126708984372,191.48074340820312,1195.3436279296875,219.1567230224609,100.44068908691406,7.226,7.416
2010-05-21,238.7520904541016,22.955345153808597,26.005956649780277,57.999847412109375,28.5463809967041,4367.2890625,82.61891174316406,77.67809295654297,28.257221221923828,444.4176330566406,180.2285614013672,191.7931671142578,1188.4490966796875,224.16722106933597,98.29476165771484,7.237,7.382
2010-05-24,240.47679138183597,23.080509185791016,25.93002700805664,57.44768524169922,27.53160095214844,4356.53173828125,83.06464385986328,78.88624572753906,28.793237686157227,446.1783447265625,181.00979614257807,188.41534423828125,1169.8057861328125,224.0409393310547,97.14997863769533,7.249,7.395
2010-05-25,234.2808074951172,22.604877471923828,24.643966674804688,54.18278503417969,27.046266555786133,4364.48876953125,82.09449768066406,76.61927795410156,27.640796661376957,437.4971923828125,180.11138916015625,181.98899841308597,1145.3109130859375,222.8198699951172,96.99732971191406,7.251,7.383
2010-05-26,243.8301239013672,22.57984733581543,24.58702087402344,54.01475143432617,27.48748016357422,4368.3115234375,84.95247650146484,76.18940734863281,28.30188751220703,433.44329833984375,180.8926544189453,183.55126953125,1169.079833984375,222.01988220214844,96.07254028320312,7.337,7.524
2010-05-27,245.9047088623047,22.454687118530277,26.78898429870605,57.56772613525391,27.57571792602539,4371.02197265625,89.38363647460938,75.31613159179688,28.337623596191406,436.8011474609375,182.025390625,187.41888427734372,1208.0450439453125,219.4935607910156,100.8492202758789,,
2010-05-28,249.0768585205078,23.00541114807129,26.47577476501465,57.78377914428711,28.41402053833008,4356.53173828125,90.48487854003906,75.99483489990234,30.28517723083496,456.6612548828125,184.6425323486328,189.1078186035156,1242.972412109375,219.53565979003903,101.6438217163086,7.374,7.539
